source_reference,name,counterparty_type,country_code,resident,attributes.segment
CUST-L-0095,Afia Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0096,Akosua Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0097,Abena Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0098,Afia Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0099,Kwesi Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0100,Ama Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0101,Akosua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0102,Kwesi Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0103,Kofi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0104,Esi Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0105,Nana Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0106,Kwesi Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0107,Abena Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0108,Akua Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0109,Afia Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0110,Adwoa Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0111,Adwoa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0112,Esi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0113,Afia Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0114,Abena Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0115,Afia Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0116,Kofi Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0117,Kwesi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0118,Nana Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0119,Nana Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0120,Kojo Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0121,Ama Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0122,Akua Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0123,Afia Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0124,Adwoa Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0125,Efua Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0126,Kwabena Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0127,Abena Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0128,Efua Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0129,Akua Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0130,Efua Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0131,Kojo Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0132,Akosua Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0133,Afia Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0134,Yaa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0135,Afia Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0136,Afia Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0137,Afia Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0138,Kwame Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0139,Efua Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0140,Kwesi Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0141,Kwesi Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0142,Kwame Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0143,Efua Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0144,Abena Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0145,Yaw Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0146,Adwoa Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0147,Nana Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0148,Kwesi Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0149,Fiifi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0150,Akosua Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0151,Aba Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0152,Aba Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0153,Yaw Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0154,Adwoa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0155,Nana Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0156,Kofi Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0157,Afia Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0158,Yaa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0159,Yaw Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0160,Nana Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0161,Yaa Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0162,Kojo Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0163,Kwabena Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0164,Abena Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0165,Kwabena Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0166,Efua Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0167,Adwoa Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0168,Abena Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0169,Afia Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0170,Kojo Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0171,Kojo Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0172,Abena Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0173,Aba Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0174,Kofi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0175,Akosua Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0176,Fiifi Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0177,Yaa Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0178,Aba Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0179,Efua Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0180,Kwesi Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0181,Kwesi Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0182,Nana Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0183,Kwabena Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0184,Kwabena Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0185,Adwoa Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0186,Akua Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0187,Yaa Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0188,Abena Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0189,Nana Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0190,Esi Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0191,Kojo Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0192,Efua Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0193,Adwoa Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0194,Esi Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0195,Yaw Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0196,Fiifi Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0197,Ama Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0198,Aba Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0199,Kofi Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0200,Adwoa Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0201,Fiifi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0202,Afia Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0203,Afia Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0204,Yaa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0205,Kofi Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0206,Adwoa Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0207,Kwame Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0208,Esi Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0209,Aba Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0210,Akosua Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0211,Afia Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0212,Akua Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0213,Kwame Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0214,Kwame Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0215,Kwame Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0216,Kojo Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0217,Kojo Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0218,Adwoa Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0219,Esi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0220,Akosua Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0221,Aba Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0222,Efua Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0223,Kwame Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0224,Ama Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0225,Kwabena Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0226,Kofi Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0227,Kofi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0228,Esi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0229,Efua Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0230,Kofi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0231,Aba Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0232,Akosua Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0233,Aba Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0234,Yaa Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0235,Efua Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0236,Kwame Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0237,Abena Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0238,Ama Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0239,Ama Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0240,Kwame Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0241,Akua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0242,Kwabena Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0243,Kofi Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0244,Afia Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0245,Akua Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0246,Kofi Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0247,Akua Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0248,Yaa Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0249,Adwoa Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0250,Akua Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0251,Yaa Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0252,Akua Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0253,Kwame Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0254,Efua Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0255,Afia Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0256,Kofi Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0257,Kofi Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0258,Yaw Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0259,Afia Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0260,Kwabena Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0261,Fiifi Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0262,Akua Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0263,Abena Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0264,Akosua Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0265,Nana Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0266,Afia Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0267,Afia Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0268,Efua Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0269,Esi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0270,Aba Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0271,Abena Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0272,Esi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0273,Kwesi Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0274,Nana Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0275,Ama Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0276,Kofi Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0277,Fiifi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0278,Akosua Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0279,Akua Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0280,Yaa Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0281,Yaw Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0282,Abena Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0283,Fiifi Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0284,Yaw Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0285,Kwesi Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0286,Kwesi Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0287,Kwesi Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0288,Kwesi Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0289,Afia Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0290,Aba Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0291,Kwame Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0292,Akua Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0293,Adjei Fabrics,SME,GH,true,sme
CUST-L-0294,Nana Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0295,Afia Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0296,Yaa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0297,Aba Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0298,Yaa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0299,Fiifi Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0300,Afia Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0301,Baffour Enterprise,SME,GH,true,sme
CUST-L-0302,Antwi Pharmacy,SME,GH,true,sme
CUST-L-0303,Kojo Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0304,Aba Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0305,Kofi Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0306,Kwame Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0307,Kojo Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0308,Aba Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0309,Fiifi Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0310,Ofori Pharmacy,SME,GH,true,sme
CUST-L-0311,Fiifi Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0312,Aba Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0313,Owusu Ventures,SME,GH,true,sme
CUST-L-0314,Yaw Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0315,Kwesi Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0316,Akua Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0317,Osei Trading,SME,GH,true,sme
CUST-L-0318,Fiifi Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0319,Antwi Logistics,SME,GH,true,sme
CUST-L-0320,Aba Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0321,Afia Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0322,Aba Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0323,Akosua Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0324,Kofi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0325,Antwi Tailoring,SME,GH,true,sme
CUST-L-0326,Nana Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0327,Efua Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0328,Adjei Ventures,SME,GH,true,sme
CUST-L-0329,Yaa Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0330,Ama Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0331,Yeboah Enterprise,SME,GH,true,sme
CUST-L-0332,Kojo Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0333,Esi Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0334,Kwabena Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0335,Akosua Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0336,Ofori Logistics,SME,GH,true,sme
CUST-L-0337,Baffour Motors,SME,GH,true,sme
CUST-L-0338,Kwame Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0339,Ofori Pharmacy,SME,GH,true,sme
CUST-L-0340,Nana Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0341,Quaye Printing,SME,GH,true,sme
CUST-L-0342,Efua Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0343,Esi Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0344,Mensah Hardware,SME,GH,true,sme
CUST-L-0345,Efua Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0346,Adwoa Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0347,Owusu Tailoring,SME,GH,true,sme
CUST-L-0348,Boateng Foods,SME,GH,true,sme
CUST-L-0349,Dartey Printing,SME,GH,true,sme
CUST-L-0350,Appiah Tailoring,SME,GH,true,sme
CUST-L-0351,Nana Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0352,Adwoa Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0353,Kwesi Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0354,Abena Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0355,Esi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0356,Quaye Trading,SME,GH,true,sme
CUST-L-0357,Aba Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0358,Adwoa Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0359,Akua Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0360,Yeboah Foods,SME,GH,true,sme
CUST-L-0361,Adjei Foods,SME,GH,true,sme
CUST-L-0362,Nana Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0363,Esi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0364,Kojo Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0365,Dartey Pharmacy,SME,GH,true,sme
CUST-L-0366,Quaye Hardware,SME,GH,true,sme
CUST-L-0367,Antwi Pharmacy,SME,GH,true,sme
CUST-L-0368,Akua Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0369,Yaw Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0370,Efua Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0371,Quaye Foods,SME,GH,true,sme
CUST-L-0372,Esi Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0373,Efua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0374,Yaa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0375,Akua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0376,Afia Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0377,Abena Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0378,Frimpong Farms,SME,GH,true,sme
CUST-L-0379,Quaye Tailoring,SME,GH,true,sme
CUST-L-0380,Boateng Hardware,SME,GH,true,sme
CUST-L-0381,Appiah Tailoring,SME,GH,true,sme
CUST-L-0382,Antwi Tailoring,SME,GH,true,sme
CUST-L-0383,Agyeman Pharmacy,SME,GH,true,sme
CUST-L-0384,Osei Tailoring,SME,GH,true,sme
CUST-L-0385,Ama Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0386,Afia Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0387,Efua Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0388,Baffour Logistics,SME,GH,true,sme
CUST-L-0389,Yaa Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0390,Kwesi Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0391,Nana Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0392,Kwame Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0393,Abena Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0394,Akosua Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0395,Kojo Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0396,Abena Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0397,Efua Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0398,Akua Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0399,Abena Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0400,Esi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0401,Yaa Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0402,Adwoa Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0403,Fiifi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0404,Nana Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0405,Kwabena Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0406,Fiifi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0407,Yaa Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0408,Nana Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0409,Fiifi Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0410,Yaa Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0411,Afia Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0412,Yaa Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0413,Adwoa Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0414,Efua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0415,Akua Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
