# Sample Bank onboarding dataset — teller_withdrawals, reporting week ending 2026-06-30 (seven days 2026-06-24..2026-06-30; push with as_of_date=2026-06-30). One row per over-the-counter cash withdrawal; amounts in the account currency with the bank's cedi equivalent in amount_ghs.
txn_date,txn_reference,branch_code,branch,customer_reference,customer_name,account_reference,account_type,currency,amount,amount_ghs,channel,teller_id,txn_time,notes
2026-06-30,TLR-20260630-00341,BR024,Kumasi Suame Magazine,CIF-300220,Grace Yeboah,024022002,savings,GHS,4000.00,4000.00,teller,T4024,13:50,
2026-06-30,TLR-20260630-00342,BR026,Obuasi,CIF-300106,Mensah Darko,026010602,call,GHS,450000.00,450000.00,teller,T7026,08:24,
2026-06-30,TLR-20260630-00343,BR026,Obuasi,CIF-300139,Ama Agyeman,026013902,savings,GHS,10350.00,10350.00,teller,T1026,13:49,
2026-06-30,TLR-20260630-00344,BR026,Obuasi,CIF-300204,Boateng Fashions,026020401,current,GHS,21200.00,21200.00,teller,T8026,14:07,
2026-06-30,TLR-20260630-00345,BR026,Obuasi,CIF-300249,Danso Enterprise,026024901,current,GHS,25000.00,25000.00,teller,T1026,14:31,
2026-06-30,TLR-20260630-00346,BR026,Obuasi,CIF-300083,Nana Antwi,026008302,call,GHS,450000.00,450000.00,teller,T1026,15:31,
2026-06-30,TLR-20260630-00347,BR031,Takoradi Harbour,CIF-300196,Isaac Ansah,031019601,current,GHS,8050.00,8050.00,teller,T2031,08:16,
2026-06-30,TLR-20260630-00348,BR036,Cape Coast Kotokuraba,CIF-300009,Amoah Bakery,036000901,current,GHS,75000.00,75000.00,teller,T5036,10:24,
2026-06-30,TLR-20260630-00349,BR040,Koforidua,CIF-300215,Abena Frimpong,040021502,call,GHS,250000.00,250000.00,teller,T9040,08:58,
2026-06-30,TLR-20260630-00350,BR040,Koforidua,CIF-300228,Esi Agyeman,040022801,current,GHS,450000.00,450000.00,teller,T5040,09:42,
2026-06-30,TLR-20260630-00351,BR040,Koforidua,CIF-300069,Kwabena Mensah,040006901,current,GHS,3050.00,3050.00,teller,T2040,12:37,
2026-06-30,TLR-20260630-00352,BR040,Koforidua,CIF-300155,Emmanuel Yeboah,040015501,current,GHS,12200.00,12200.00,teller,T5040,15:09,
2026-06-30,TLR-20260630-00353,BR045,Ho,CIF-300251,Daniel Tetteh,045025101,current,GHS,12000.00,12000.00,teller,T4045,08:00,
2026-06-30,TLR-20260630-00354,BR045,Ho,CIF-200364,Ho Municipal Market Traders,045036401,current,GHS,780000.00,780000.00,teller,T5045,09:00,
2026-06-30,TLR-20260630-00355,BR045,Ho,CIF-300034,Alhassan Baah,045003402,savings,GHS,20100.00,20100.00,teller,T6045,14:26,
2026-06-30,TLR-20260630-00356,BR045,Ho,CIF-300294,Grace Frimpong,045029402,savings,GHS,10500.00,10500.00,teller,T3045,15:04,
2026-06-30,TLR-20260630-00357,BR050,Tamale Central,CIF-300281,Alhassan Yeboah,050028101,current,GHS,6050.00,6050.00,teller,T8050,10:42,
2026-06-30,TLR-20260630-00358,BR050,Tamale Central,CIF-300295,Alhassan Antwi,050029502,savings,GHS,15000.00,15000.00,teller,T7050,11:31,
2026-06-30,TLR-20260630-00359,BR050,Tamale Central,CIF-300248,Adwoa Appiah,050024802,savings,GHS,5200.00,5200.00,teller,T4050,14:57,
2026-06-30,TLR-20260630-00360,BR050,Tamale Central,CIF-300084,Seidu Tetteh,050008402,savings,GHS,10050.00,10050.00,teller,T2050,15:37,
2026-06-30,TLR-20260630-00361,BR055,Sunyani,CIF-300270,Kojo Owusu,055027001,current,GHS,8100.00,8100.00,teller,T9055,08:59,
2026-06-30,TLR-20260630-00362,BR055,Sunyani,CIF-300214,Grace Acheampong,055021401,current,GHS,350000.00,350000.00,teller,T4055,14:05,
2026-06-30,TLR-20260630-00363,BR055,Sunyani,CIF-300314,Gifty Addo,055031402,savings,GHS,20350.00,20350.00,teller,T7055,14:31,
2026-06-30,TLR-20260630-00364,BR055,Sunyani,CIF-300299,Efua Antwi,055029902,savings,GHS,1700.00,1700.00,teller,T3055,14:51,
2026-06-30,TLR-20260630-00365,BR056,Techiman Market,CIF-300129,Owusu Farms,056012901,current,EUR,2000.00,28154.42,teller,T3056,08:48,
2026-06-30,TLR-20260630-00366,BR056,Techiman Market,CIF-200198,Techiman Yam Market Association,056019801,current,GHS,1050000.00,1050000.00,teller,T1056,09:28,
2026-06-30,TLR-20260630-00367,BR056,Techiman Market,CIF-300071,Daniel Antwi,056007102,savings,GHS,5100.00,5100.00,teller,T5056,14:20,
2026-06-30,TLR-20260630-00368,BR056,Techiman Market,CIF-300058,Ansah Motors,056005801,current,GHS,152500.00,152500.00,teller,T3056,14:58,
